...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
3572,S64885104,Ruby-crowned Kinglet,Corthylio calendula,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
3575,S100948655,Golden-crowned Kinglet,Regulus satrapa,2022-01-17,11:31:00,2,223,US-OK,35.6222331,-95.1711273,69,1,2022
3588,S64885098,Golden-crowned Kinglet,Regulus satrapa,2020-02-22,10:39:00,1,24,US-OK,35.9322711,-95.2811987,89,2,2020
3595,S79022904,Red-breasted Nuthatch,Sitta canadensis,2021-01-10,11:02:00,3,93,US-OK,36.1499519,-96.2529969,107,1,2021
3601,S66184860,White-breasted Nuthatch,Sitta carolinensis,2020-03-21,16:36:00,1,37,US-OK,36.0351169,-94.8112393,28,3,2020
3602,S87540889,White-breasted Nuthatch,Sitta carolinensis,2021-05-08,12:55:00,2,22,US-OK,34.7112086,-98.6755943,41,5,2021
3610,S100948655,White-breasted Nuthatch,Sitta carolinensis,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
3611,S56762852,White-breasted Nuthatch,Sitta carolinensis,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
3616,S54425143,White-breasted Nuthatch,Sitta carolinensis,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
3617,S55479893,White-breasted Nuthatch,Sitta carolinensis,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
3660,S64885085,White-breasted Nuthatch,Sitta carolinensis,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
3668,S100948655,Brown Creeper,Certhia americana,2022-01-17,11:31:00,3,223,US-OK,35.6222331,-95.1711273,69,1,2022
3689,S79022904,Brown Creeper,Certhia americana,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
3691,S67802026,Blue-gray Gnatcatcher,Polioptila caerulea,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
3696,S85318603,Blue-gray Gnatcatcher,Polioptila caerulea,2021-04-11,09:50:00,12,74,US-OK,35.9559819,-96.3171265,42,4,2021
3697,S89277212,Blue-gray Gnatcatcher,Polioptila caerulea,2021-05-30,10:49:00,2,26,US-OK,35.6247298,-99.2497676,28,5,2021
3708,S67472318,Blue-gray Gnatcatcher,Polioptila caerulea,2020-04-18,17:42:00,4,22,US-OK,35.5411319,-95.9264485,35,4,2020
3709,S67472235,Blue-gray Gnatcatcher,Polioptila caerulea,2020-04-18,16:29:00,8,21,US-OK,35.5005612,-95.9265259,35,4,2020
3710,S56762852,Blue-gray Gnatcatcher,Polioptila caerulea,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
3711,S67108197,Blue-gray Gnatcatcher,Polioptila caerulea,2020-04-11,14:38:00,2,32,US-OK,36.8461038,-96.429829,13,4,2020
3712,S54632771,Blue-gray Gnatcatcher,Polioptila caerulea,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
3713,S56506454,Blue-gray Gnatcatcher,Polioptila caerulea,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
3714,S69480437,Blue-gray Gnatcatcher,Polioptila caerulea,2020-05-14,09:21:00,4,219,US-OK,36.2081998,-96.0600758,97,5,2020
3716,S54425143,Blue-gray Gnatcatcher,Polioptila caerulea,2019-03-31,13:38:00,6,120,US-OK,36.2179826,-95.7992634,71,3,2019
3717,S55479893,Blue-gray Gnatcatcher,Polioptila caerulea,2019-04-27,12:53:00,4,78,US-OK,36.2179826,-95.7992634,35,4,2019
3773,S88192658,Blue-gray Gnatcatcher,Polioptila caerulea,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
3774,S66369682,Blue-gray Gnatcatcher,Polioptila caerulea,2020-03-29,09:31:00,4,189,US-OK,36.1497985,-96.2401081,219,3,2020
3775,S106694384,Blue-gray Gnatcatcher,Polioptila caerulea,2022-04-10,09:00:00,5,44,US-OK,36.1499519,-96.2529969,79,4,2022
3776,S68330982,Blue-gray Gnatcatcher,Polioptila caerulea,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
3777,S54964350,Blue-gray Gnatcatcher,Polioptila caerulea,2019-04-14,17:06:00,3,99,US-OK,36.2235555,-95.9005058,62,4,2019
3778,S106718425,Blue-gray Gnatcatcher,Polioptila caerulea,2022-04-10,11:33:00,1,102,US-OK,36.1385187,-96.2190977,21,4,2022
3779,S69480260,Blue-gray Gnatcatcher,Polioptila caerulea,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
3812,S107970844,House Wren,Troglodytes aedon,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
3814,S100948655,Winter Wren,Troglodytes hiemalis,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
3823,S64885104,Marsh Wren,Cistothorus palustris,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
3824,S67802002,Carolina Wren,Thryothorus ludovicianus,2020-04-25,14:13:00,2,97,US-OK,36.7968283,-98.1921574,75,4,2020
3825,S67802026,Carolina Wren,Thryothorus ludovicianus,2020-04-25,11:48:00,4,140,US-OK,36.783717,-98.18573,64,4,2020
3828,S66184860,Carolina Wren,Thryothorus ludovicianus,2020-03-21,16:36:00,1,37,US-OK,36.0351169,-94.8112393,28,3,2020
3830,S87540807,Carolina Wren,Thryothorus ludovicianus,2021-05-08,08:50:00,1,185,US-OK,34.7124907,-98.6413512,30,5,2021
3831,S85318603,Carolina Wren,Thryothorus ludovicianus,2021-04-11,09:50:00,2,74,US-OK,35.9559819,-96.3171265,42,4,2021
3832,S89277212,Carolina Wren,Thryothorus ludovicianus,2021-05-30,10:49:00,2,26,US-OK,35.6247298,-99.2497676,28,5,2021
3833,S89272478,Carolina Wren,Thryothorus ludovicianus,2021-05-30,09:38:00,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
3842,S67472318,Carolina Wren,Thryothorus ludovicianus,2020-04-18,17:42:00,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
3843,S67472235,Carolina Wren,Thryothorus ludovicianus,2020-04-18,16:29:00,2,21,US-OK,35.5005612,-95.9265259,35,4,2020
3844,S56762852,Carolina Wren,Thryothorus ludovicianus,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
3845,S67108197,Carolina Wren,Thryothorus ludovicianus,2020-04-11,14:38:00,1,32,US-OK,36.8461038,-96.429829,13,4,2020
3846,S54632771,Carolina Wren,Thryothorus ludovicianus,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
3847,S69480437,Carolina Wren,Thryothorus ludovicianus,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
3848,S77745729,Carolina Wren,Thryothorus ludovicianus,2020-12-20,11:59:00,1,72,US-OK,36.2081998,-96.0600758,57,12,2020
3850,S54425143,Carolina Wren,Thryothorus ludovicianus,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
3851,S55479893,Carolina Wren,Thryothorus ludovicianus,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
3903,S65902721,Carolina Wren,Thryothorus ludovicianus,2020-03-17,11:41:00,6,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
3904,S67289842,Carolina Wren,Thryothorus ludovicianus,2020-04-15,18:54:00,1,48,US-OK,36.1441138,-95.9327686,43,4,2020
3905,S66184821,Carolina Wren,Thryothorus ludovicianus,2020-03-24,18:09:00,1,58,US-OK,36.1431952,-95.9334761,3154,3,2020
3906,S66844842,Carolina Wren,Thryothorus ludovicianus,2020-04-08,19:37:00,1,34,US-OK,36.1431952,-95.9334761,176,4,2020
3907,S107970844,Carolina Wren,Thryothorus ludovicianus,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
3908,S66369682,Carolina Wren,Thryothorus ludovicianus,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
3909,S80948582,Carolina Wren,Thryothorus ludovicianus,2021-02-12,11:00:00,1,80,US-OK,36.1441933,-95.933674,205,2,2021
3910,S64885073,Carolina Wren,Thryothorus ludovicianus,2020-02-20,15:59:00,2,93,US-OK,36.116064,-95.98525,200,2,2020
3911,S106694384,Carolina Wren,Thryothorus ludovicianus,2022-04-10,09:00:00,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
3912,S68330982,Carolina Wren,Thryothorus ludovicianus,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
3913,S107971136,Carolina Wren,Thryothorus ludovicianus,2022-04-10,10:25:00,1,46,US-OK,36.1389808,-96.2487557,13,4,2022
3914,S51186467,Carolina Wren,Thryothorus ludovicianus,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
3915,S56470322,Carolina Wren,Thryothorus ludovicianus,2019-05-18,19:16:00,3,59,US-OK,36.1301108,-95.9731293,47,5,2019
3916,S64885077,Carolina Wren,Thryothorus ludovicianus,2020-02-22,14:52:00,3,56,US-OK,35.813121,-95.405804,658,2,2020
3917,S64885104,Carolina Wren,Thryothorus ludovicianus,2020-02-22,09:33:00,4,45,US-OK,35.872406,-95.401213,153,2,2020
3918,S74373636,Carolina Wren,Thryothorus ludovicianus,2020-10-03,12:08:00,2,216,US-OK,35.894126,-95.7987213,42,10,2020
3919,S64885098,Carolina Wren,Thryothorus ludovicianus,2020-02-22,10:39:00,1,24,US-OK,35.9322711,-95.2811987,89,2,2020
3920,S64885085,Carolina Wren,Thryothorus ludovicianus,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
3921,S69480260,Carolina Wren,Thryothorus ludovicianus,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
3922,S111728537,Bewick's Wren,Thryomanes bewickii,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
3931,S111728537,European Starling,Sturnus vulgaris,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
3937,S54425143,European Starling,Sturnus vulgaris,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
4026,S65338838,European Starling,Sturnus vulgaris,2020-03-01,16:23:00,7,38,US-OK,36.152075,-95.9778614,49,3,2020
4027,S65566629,European Starling,Sturnus vulgaris,2020-03-08,10:28:00,9,24,US-OK,36.152075,-95.9778614,35,3,2020
4028,S65902721,European Starling,Sturnus vulgaris,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
4029,S67289842,European Starling,Sturnus vulgaris,2020-04-15,18:54:00,12,48,US-OK,36.1441138,-95.9327686,43,4,2020
4030,S81668053,European Starling,Sturnus vulgaris,2021-02-15,15:30:00,18,15,US-OK,36.1441138,-95.9327686,79,2,2021
4031,S67472609,European Starling,Sturnus vulgaris,2020-04-04,18:22:00,44,42,US-OK,36.1436101,-95.9338497,387,4,2020
4032,S66184821,European Starling,Sturnus vulgaris,2020-03-24,18:09:00,32,58,US-OK,36.1431952,-95.9334761,3154,3,2020
4033,S66295846,European Starling,Sturnus vulgaris,2020-03-27,18:53:00,25,8,US-OK,36.1431952,-95.9334761,887,3,2020
4034,S66844842,European Starling,Sturnus vulgaris,2020-04-08,19:37:00,8,34,US-OK,36.1431952,-95.9334761,176,4,2020
4035,S68524485,European Starling,Sturnus vulgaris,2020-05-06,19:38:00,2,54,US-OK,36.1431952,-95.9334761,27,5,2020
4036,S68032156,European Starling,Sturnus vulgaris,2020-04-29,10:01:00,9,38,US-OK,36.1433479,-95.9096313,43,4,2020
4037,S84766529,European Starling,Sturnus vulgaris,2021-04-04,11:17:00,8,32,US-OK,36.1433479,-95.9096313,37,4,2021
4038,S107970844,European Starling,Sturnus vulgaris,2022-04-24,17:14:00,6,77,US-OK,36.1255459,-95.9823976,105,4,2022
4039,S67357157,European Starling,Sturnus vulgaris,2020-04-17,11:15:00,12,19,US-OK,36.1444029,-95.9092834,63,4,2020
4040,S68032703,European Starling,Sturnus vulgaris,2020-04-29,10:01:00,9,40,US-OK,36.1444029,-95.9092834,44,4,2020
4041,S68100906,European Starling,Sturnus vulgaris,2020-04-30,09:33:00,25,39,US-OK,36.1501278,-95.8943009,59,4,2020
4042,S68187140,European Starling,Sturnus vulgaris,2020-05-01,10:02:00,4,47,US-OK,36.1501278,-95.8943009,33,5,2020
4043,S66369682,European Starling,Sturnus vulgaris,2020-03-29,09:31:00,20,189,US-OK,36.1497985,-96.2401081,219,3,2020
4044,S80948582,European Starling,Sturnus vulgaris,2021-02-12,11:00:00,3,80,US-OK,36.1441933,-95.933674,205,2,2021
4045,S81561574,European Starling,Sturnus vulgaris,2021-02-15,07:30:00,3,60,US-OK,36.1441933,-95.933674,38,2,2021
4046,S64885073,European Starling,Sturnus vulgaris,2020-02-20,15:59:00,9,93,US-OK,36.116064,-95.98525,200,2,2020
4047,S68330982,European Starling,Sturnus vulgaris,2020-05-03,10:37:00,4,154,US-OK,36.2213571,-95.9341192,140,5,2020
4048,S51186467,European Starling,Sturnus vulgaris,2019-01-01,15:57:00,5,75,US-OK,36.1189623,-95.9855793,79,1,2019
4049,S76720355,European Starling,Sturnus vulgaris,2020-11-26,12:40:00,35,61,US-OK,36.1043853,-95.9839742,112,11,2020
4050,S101303345,European Starling,Sturnus vulgaris,2022-01-23,13:31:00,45,91,US-OK,36.1043853,-95.9839742,113,1,2022
4051,S65697899,European Starling,Sturnus vulgaris,2020-03-11,18:58:00,40,47,US-OK,36.1166302,-95.9907184,281,3,2020
4052,S56470322,European Starling,Sturnus vulgaris,2019-05-18,19:16:00,1,59,US-OK,36.1301108,-95.9731293,47,5,2019
4053,S64885104,European Starling,Sturnus vulgaris,2020-02-22,09:33:00,16,45,US-OK,35.872406,-95.401213,153,2,2020
4054,S64885098,European Starling,Sturnus vulgaris,2020-02-22,10:39:00,15,24,US-OK,35.9322711,-95.2811987,89,2,2020
4074,S56506454,Gray Catbird,Dumetella carolinensis,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
4075,S69480437,Gray Catbird,Dumetella carolinensis,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
4118,S56470322,Gray Catbird,Dumetella carolinensis,2019-05-18,19:16:00,2,59,US-OK,36.1301108,-95.9731293,47,5,2019
4122,S67802002,Brown Thrasher,Toxostoma rufum,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
4125,S66184849,Brown Thrasher,Toxostoma rufum,2020-03-21,16:01:00,1,22,US-OK,36.0351169,-94.8112393,10,3,2020
4126,S87540807,Brown Thrasher,Toxostoma rufum,2021-05-08,08:50:00,1,185,US-OK,34.7124907,-98.6413512,30,5,2021
4129,S69480437,Brown Thrasher,Toxostoma rufum,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
4130,S54425143,Brown Thrasher,Toxostoma rufum,2019-03-31,13:38:00,2,120,US-OK,36.2179826,-95.7992634,71,3,2019
4167,S66184821,Brown Thrasher,Toxostoma rufum,2020-03-24,18:09:00,1,58,US-OK,36.1431952,-95.9334761,3154,3,2020
4168,S107970844,Brown Thrasher,Toxostoma rufum,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
4169,S68330982,Brown Thrasher,Toxostoma rufum,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
4170,S56470322,Brown Thrasher,Toxostoma rufum,2019-05-18,19:16:00,1,59,US-OK,36.1301108,-95.9731293,47,5,2019
4171,S64885077,Brown Thrasher,Toxostoma rufum,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
4172,S69480260,Brown Thrasher,Toxostoma rufum,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
4174,S111728537,Northern Mockingbird,Mimus polyglottos,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
4177,S89280846,Northern Mockingbird,Mimus polyglottos,2021-05-30,11:39:00,2,16,US-OK,35.6010995,-99.2265675,12,5,2021
4187,S55212997,Northern Mockingbird,Mimus polyglottos,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
4188,S54632771,Northern Mockingbird,Mimus polyglottos,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
4189,S56506454,Northern Mockingbird,Mimus polyglottos,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
4190,S69480437,Northern Mockingbird,Mimus polyglottos,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
4191,S77745729,Northern Mockingbird,Mimus polyglottos,2020-12-20,11:59:00,1,72,US-OK,36.2081998,-96.0600758,57,12,2020
4192,S80524373,Northern Mockingbird,Mimus polyglottos,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
4193,S90831933,Northern Mockingbird,Mimus polyglottos,2021-06-26,14:26:00,2,71,US-OK,36.2081998,-96.0600758,48,6,2021
4194,S55479893,Northern Mockingbird,Mimus polyglottos,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
4217,S65338838,Northern Mockingbird,Mimus polyglottos,2020-03-01,16:23:00,3,38,US-OK,36.152075,-95.9778614,49,3,2020
4218,S65566629,Northern Mockingbird,Mimus polyglottos,2020-03-08,10:28:00,4,24,US-OK,36.152075,-95.9778614,35,3,2020
4219,S81668053,Northern Mockingbird,Mimus polyglottos,2021-02-15,15:30:00,1,15,US-OK,36.1441138,-95.9327686,79,2,2021
4220,S67472609,Northern Mockingbird,Mimus polyglottos,2020-04-04,18:22:00,2,42,US-OK,36.1436101,-95.9338497,387,4,2020
4221,S66184821,Northern Mockingbird,Mimus polyglottos,2020-03-24,18:09:00,2,58,US-OK,36.1431952,-95.9334761,3154,3,2020
4222,S66295846,Northern Mockingbird,Mimus polyglottos,2020-03-27,18:53:00,1,8,US-OK,36.1431952,-95.9334761,887,3,2020
4223,S68032156,Northern Mockingbird,Mimus polyglottos,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
4224,S68032703,Northern Mockingbird,Mimus polyglottos,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
4225,S68152310,Northern Mockingbird,Mimus polyglottos,2020-04-30,19:12:00,1,13,US-OK,36.1514978,-95.9796871,33,4,2020
4226,S68100906,Northern Mockingbird,Mimus polyglottos,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
4227,S66369682,Northern Mockingbird,Mimus polyglottos,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
4228,S79022904,Northern Mockingbird,Mimus polyglottos,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
4229,S68330982,Northern Mockingbird,Mimus polyglottos,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
4230,S51186467,Northern Mockingbird,Mimus polyglottos,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
4231,S76720355,Northern Mockingbird,Mimus polyglottos,2020-11-26,12:40:00,1,61,US-OK,36.1043853,-95.9839742,112,11,2020
4232,S56470322,Northern Mockingbird,Mimus polyglottos,2019-05-18,19:16:00,2,59,US-OK,36.1301108,-95.9731293,47,5,2019
4233,S64885104,Northern Mockingbird,Mimus polyglottos,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
4234,S64885098,Northern Mockingbird,Mimus polyglottos,2020-02-22,10:39:00,1,24,US-OK,35.9322711,-95.2811987,89,2,2020
4235,S64885085,Northern Mockingbird,Mimus polyglottos,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
4249,S54632771,Eastern Bluebird,Sialia sialis,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
4250,S69480437,Eastern Bluebird,Sialia sialis,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
4251,S77745729,Eastern Bluebird,Sialia sialis,2020-12-20,11:59:00,1,72,US-OK,36.2081998,-96.0600758,57,12,2020
4252,S55479893,Eastern Bluebird,Sialia sialis,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
4266,S65902721,Eastern Bluebird,Sialia sialis,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
4267,S68187140,Eastern Bluebird,Sialia sialis,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
4268,S66369682,Eastern Bluebird,Sialia sialis,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
4269,S64885073,Eastern Bluebird,Sialia sialis,2020-02-20,15:59:00,2,93,US-OK,36.116064,-95.98525,200,2,2020
4270,S68330982,Eastern Bluebird,Sialia sialis,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
4271,S54964350,Eastern Bluebird,Sialia sialis,2019-04-14,17:06:00,1,99,US-OK,36.2235555,-95.9005058,62,4,2019
4272,S51186467,Eastern Bluebird,Sialia sialis,2019-01-01,15:57:00,2,75,US-OK,36.1189623,-95.9855793,79,1,2019
4273,S64885098,Eastern Bluebird,Sialia sialis,2020-02-22,10:39:00,4,24,US-OK,35.9322711,-95.2811987,89,2,2020
4274,S64885085,Eastern Bluebird,Sialia sialis,2020-02-22,11:32:00,2,113,US-OK,35.9322711,-95.2811987,331,2,2020
4298,S67802026,Swainson's Thrush,Catharus ustulatus,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
4299,S87540889,Swainson's Thrush,Catharus ustulatus,2021-05-08,12:55:00,2,22,US-OK,34.7112086,-98.6755943,41,5,2021
4301,S55479893,Swainson's Thrush,Catharus ustulatus,2019-04-27,12:53:00,2,78,US-OK,36.2179826,-95.7992634,35,4,2019
4330,S68187140,Swainson's Thrush,Catharus ustulatus,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
4331,S88192658,Swainson's Thrush,Catharus ustulatus,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
4332,S68330982,Swainson's Thrush,Catharus ustulatus,2020-05-03,10:37:00,6,154,US-OK,36.2213571,-95.9341192,140,5,2020
4336,S77745729,Hermit Thrush,Catharus guttatus,2020-12-20,11:59:00,1,72,US-OK,36.2081998,-96.0600758,57,12,2020
4352,S64885077,Hermit Thrush,Catharus guttatus,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
4381,S111728537,American Robin,Turdus migratorius,2022-05-30,08:08:00,6,302,US-OK,36.850766,-102.8821564,100,5,2022
4387,S54632771,American Robin,Turdus migratorius,2019-04-06,11:20:00,3,122,US-OK,36.2081998,-96.0600758,40,4,2019
4388,S77745729,American Robin,Turdus migratorius,2020-12-20,11:59:00,4,72,US-OK,36.2081998,-96.0600758,57,12,2020
4389,S80524373,American Robin,Turdus migratorius,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
4497,S65338838,American Robin,Turdus migratorius,2020-03-01,16:23:00,6,38,US-OK,36.152075,-95.9778614,49,3,2020
4498,S65566629,American Robin,Turdus migratorius,2020-03-08,10:28:00,6,24,US-OK,36.152075,-95.9778614,35,3,2020
4499,S65902721,American Robin,Turdus migratorius,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
4500,S67289842,American Robin,Turdus migratorius,2020-04-15,18:54:00,12,48,US-OK,36.1441138,-95.9327686,43,4,2020
4501,S81668053,American Robin,Turdus migratorius,2021-02-15,15:30:00,15,15,US-OK,36.1441138,-95.9327686,79,2,2021
4502,S67472609,American Robin,Turdus migratorius,2020-04-04,18:22:00,3,42,US-OK,36.1436101,-95.9338497,387,4,2020
4503,S66184821,American Robin,Turdus migratorius,2020-03-24,18:09:00,29,58,US-OK,36.1431952,-95.9334761,3154,3,2020
4504,S66295846,American Robin,Turdus migratorius,2020-03-27,18:53:00,2,8,US-OK,36.1431952,-95.9334761,887,3,2020
4505,S66797781,American Robin,Turdus migratorius,2020-04-07,18:37:00,6,32,US-OK,36.1431952,-95.9334761,30,4,2020
4506,S66844842,American Robin,Turdus migratorius,2020-04-08,19:37:00,2,34,US-OK,36.1431952,-95.9334761,176,4,2020
4507,S68524485,American Robin,Turdus migratorius,2020-05-06,19:38:00,2,54,US-OK,36.1431952,-95.9334761,27,5,2020
4508,S68032156,American Robin,Turdus migratorius,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
4509,S84766529,American Robin,Turdus migratorius,2021-04-04,11:17:00,1,32,US-OK,36.1433479,-95.9096313,37,4,2021
4510,S67357157,American Robin,Turdus migratorius,2020-04-17,11:15:00,1,19,US-OK,36.1444029,-95.9092834,63,4,2020
4511,S68032703,American Robin,Turdus migratorius,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
4512,S68152310,American Robin,Turdus migratorius,2020-04-30,19:12:00,4,13,US-OK,36.1514978,-95.9796871,33,4,2020
4513,S68100906,American Robin,Turdus migratorius,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
4514,S80867279,American Robin,Turdus migratorius,2021-02-12,07:00:00,2,17,US-OK,36.1441933,-95.933674,11,2,2021
4515,S80948582,American Robin,Turdus migratorius,2021-02-12,11:00:00,157,80,US-OK,36.1441933,-95.933674,205,2,2021
4516,S64885073,American Robin,Turdus migratorius,2020-02-20,15:59:00,20,93,US-OK,36.116064,-95.98525,200,2,2020
4517,S68330982,American Robin,Turdus migratorius,2020-05-03,10:37:00,2,154,US-OK,36.2213571,-95.9341192,140,5,2020
4518,S101303345,American Robin,Turdus migratorius,2022-01-23,13:31:00,1,91,US-OK,36.1043853,-95.9839742,113,1,2022
4519,S56470322,American Robin,Turdus migratorius,2019-05-18,19:16:00,12,59,US-OK,36.1301108,-95.9731293,47,5,2019
4520,S64885104,American Robin,Turdus migratorius,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
4521,S64885098,American Robin,Turdus migratorius,2020-02-22,10:39:00,4,24,US-OK,35.9322711,-95.2811987,89,2,2020
4525,S67802026,Cedar Waxwing,Bombycilla cedrorum,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
4527,S66184860,Cedar Waxwing,Bombycilla cedrorum,2020-03-21,16:36:00,15,37,US-OK,36.0351169,-94.8112393,28,3,2020
4530,S69480437,Cedar Waxwing,Bombycilla cedrorum,2020-05-14,09:21:00,18,219,US-OK,36.2081998,-96.0600758,97,5,2020
4547,S67472609,Cedar Waxwing,Bombycilla cedrorum,2020-04-04,18:22:00,35,42,US-OK,36.1436101,-95.9338497,387,4,2020
4548,S66184821,Cedar Waxwing,Bombycilla cedrorum,2020-03-24,18:09:00,18,58,US-OK,36.1431952,-95.9334761,3154,3,2020
4549,S66295846,Cedar Waxwing,Bombycilla cedrorum,2020-03-27,18:53:00,1,8,US-OK,36.1431952,-95.9334761,887,3,2020
4550,S66797781,Cedar Waxwing,Bombycilla cedrorum,2020-04-07,18:37:00,8,32,US-OK,36.1431952,-95.9334761,30,4,2020
